longitude,latitude,Cena,Izby,Druh,Plocha,distance_from_centre
18.7241836,49.1975571,198000,3,3 izbový byt,68,166.3
19.2846189,49.2093477,112900,2,2 izbový byt,58,198.4
18.9174382,49.0944593,109000,3,3 izbový byt,79,169.4
18.9266256,49.0784109,168000,4,4 izbový byt,85,168.9
18.9218407,49.062838,142800,3,3 izbový byt,75,167.6
18.92388582,49.11046285,131990,3,3 izbový byt,69,170.9
18.915811,49.0639445,74500,1,1 izbový byt,32,167.3
18.9258532,49.0658318,123500,2,2 izbový byt,58,168
18.92238379,49.05311401,104900,2,2 izbový byt,64,166.9
18.7901291,49.3012509,115360,2,2 izbový byt,49,177.8
18.9277548,49.1062903,115900,2,2 izbový byt,62,170.8
18.7729275,49.4315437,123900,3,3 izbový byt,74,187.6
18.9273621,49.0768891,168990,4,4 izbový byt,85,168.8
19.594758,49.0843475,145000,3,3 izbový byt,78,210.1
18.9948379,49.0943164,50000,2,1 izbový byt,40,173.9
18.7412396,49.2139256,137000,1,1 izbový byt,43,168.5
18.9173776,49.0955531,132000,3,3 izbový byt,78,169.5
18.9273621,49.0768891,124990,3,3 izbový byt,83,168.8
18.9281121,49.1057577,115000,2,2 izbový byt,55,170.8
18.9530739,49.10939,134000,3,3 izbový byt,68,172.5
19.79202882,48.4303042,124990,3,3 izbový byt,83,200.6
19.28718567,49.08407698,85000,1,1 izbový byt,38,190.8
19.6224009,49.0805772,163000,1,1 izbový byt,60,211.7
19.6427875,49.0768642,105000,2,2 izbový byt,34,212.8
19.6040226,49.0735414,78000,2,2 izbový byt,47,210.1
19.6099883,49.0896029,219000,3,3 izbový byt,84,211.3
18.92472657,49.05182043,115000,3,3 izbový byt,70,167
18.7295892,49.2180481,100000,2,2 izbový byt,38,168.2
18.8347385,49.3869015,133900,3,3 izbový byt,70,187
18.9285022,49.0859034,118000,3,3 izbový byt,74,169.5
18.9285022,49.0859034,126000,2,2 izbový byt,60,169.5
18.7897011,49.4379367,101900,3,3 izbový byt,58,189
18.7897011,49.4379367,136000,3,3 izbový byt,72,189
18.9241263,49.0527796,134000,3,3 izbový byt,72,167
18.7920889,49.4362438,149000,3,3 izbový byt,64,189
18.6813091,49.1263538,169900,3,3 izbový byt,80,158.6
19.82172668,49.04181587,90000,3,3 izbový byt,78,222.6
19.82172668,49.04181587,70000,3,3 izbový byt,78,222.6
19.62502956,49.08455012,155000,2,2 izbový byt,55,212
19.6318531,49.07861212,135000,2,2 izbový byt,55,212.2
19.6087361,49.0576624,169990,3,3 izbový byt,88,209.6
19.7318121,49.0443225,117000,2,2 izbový byt,56,216.9
18.7241836,49.1975571,157000,3,3 izbový byt,61,166.3
18.9218407,49.062838,224890,3,3 izbový byt,120,167.6
19.6222879,49.08062,120000,3,3 izbový byt,65,211.7
19.4818189,49.4094679,161200,2,2 izbový byt,52,223.2
18.9218407,49.062838,216550,3,3 izbový byt,85,167.6
19.6241465,49.0829385,99000,1,1 izbový byt,40,211.9
18.7733212,49.2113425,239900,4,4 izbový byt,191,170
18.9180729,49.0958504,145000,4,4 izbový byt,90,169.6
18.7733212,49.2113425,269900,4,4 izbový byt,182,170
18.9178065,49.0922408,169900,3,3 izbový byt,79,169.3
18.9218407,49.062838,135000,3,3 izbový byt,72,167.6
18.7408001,49.2194498,139900,2,2 izbový byt,46,168.9
18.7374412,49.2119564,146900,3,3 izbový byt,73,168.1
18.9254329,49.1039415,98600,2,2 izbový byt,53,170.5
18.7619076,49.2103468,159990,3,3 izbový byt,70,169.3
18.7897828,49.4385551,119000,3,3 izbový byt,65,189
18.9190235,49.0616613,111000,3,3 izbový byt,60,167.3
18.7408001,49.2194498,169900,3,3 izbový byt,74,168.9
18.9244472,49.1114021,128600,3,3 izbový byt,69,171
18.9218407,49.062838,123500,2,2 izbový byt,55,167.6
18.8605779,49.0166448,125360,3,3 izbový byt,82,160.9
18.6375486,49.0908658,145000,4,4 izbový byt,80,153.6
18.5584905,49.2231897,139500,3,3 izbový byt,65,160
18.7351819,49.210572,160000,3,3 izbový byt,68,167.9
18.7563971,49.2087483,194000,3,3 izbový byt,84,168.9
18.73200156,49.22624334,313643.7,3,3 izbový byt,83,169
18.73200156,49.22626786,415806,4,4 izbový byt,127,169
18.73204447,49.22620963,327027,3,3 izbový byt,96,169
18.73202302,49.22627137,423376.2,4,4 izbový byt,127,169
18.73204447,49.2262228,400595.4,4,4 izbový byt,113,169
18.73200156,49.22625634,302763,3,3 izbový byt,96,169
18.73202302,49.22624334,397946.4,4,4 izbový byt,113,169
18.73202302,49.2261953,438759,4,4 izbový byt,127,169
18.73331048,49.22606327,359070,3,3 izbový byt,101,169
18.73202302,49.22621531,431880,4,4 izbový byt,127,169
18.73202302,49.22622801,321249,3,3 izbový byt,96,169
18.73200156,49.22624684,290055,3,3 izbový byt,83,169
18.73202302,49.22625108,407407.2,4,4 izbový byt,113,169
18.73331048,49.22611021,295698,3,3 izbový byt,83,169
18.91807826,49.09694632,124900,3,3 izbový byt,63,169.6
19.6130633,49.0775122,110000,2,2 izbový byt,49,210.9
18.9188757,49.0940874,99900,2,2 izbový byt,47,169.5
18.5912246,49.1404215,379000,4,4 izbový byt,147,155
19.6294392,49.0793352,142000,2,2 izbový byt,64,212
18.7563971,49.2087483,194000,3,3 izbový byt,84,168.9
18.7241836,49.1975571,125000,2,2 izbový byt,65,166.3
18.7295892,49.2180481,125000,1,1 izbový byt,65,168.2
18.6332606,49.0891345,176000,4,4 izbový byt,73,153.2
18.7355193,49.2087311,118900,1,1 izbový byt,36,167.8
18.8636532,48.86047734,75000,2,2 izbový byt,57,151.5
18.74107649,49.21554466,160000,2,2 izbový byt,58,168.6
18.7485316,49.2227409,179000,2,2 izbový byt,65,169.5
18.916525,49.0788983,69000,1,1 izbový byt,30,168.3
18.7128062,49.2102624,224999,3,3 izbový byt,95,166.7
18.9218407,49.062838,105000,3,3 izbový byt,68,167.6
18.9218407,49.062838,123000,2,2 izbový byt,57,167.6
18.7435915,49.2245364,224900,3,3 izbový byt,94,169.4
18.7611819,49.2112098,108500,1,1 izbový byt,38,169.3
18.7241836,49.1975571,149000,3,3 izbový byt,68,166.3
18.7241836,49.1975571,160900,3,3 izbový byt,61,166.3
18.684853,49.1252712,119990,2,2 izbový byt,60,158.7
18.7241836,49.1975571,119990,2,2 izbový byt,60,166.3
18.9088649,49.0804797,115000,2,2 izbový byt,52,168
18.7351819,49.210572,157000,3,3 izbový byt,62,167.9
18.7241836,49.1975571,114900,1,1 izbový byt,37,166.3
18.7241836,49.1975571,144500,2,2 izbový byt,50,166.3
18.7192307,49.2293624,160000,2,2 izbový byt,59,168.5
18.7241836,49.1975571,119900,2,2 izbový byt,50,166.3
18.7497222,48.4602778,89750,2,2 izbový byt,71,126
18.7497222,48.4602778,99500,2,2 izbový byt,70,126
18.7241836,49.1975571,105000,1,1 izbový byt,36,166.3
18.7497222,48.4602778,103500,2,2 izbový byt,66,126
18.7162204,49.2187913,289500,3,3 izbový byt,94,167.6
18.7487334,49.2216419,147000,2,2 izbový byt,87,169.5
18.9349089,49.1080186,109900,2,2 izbový byt,50,171.4
18.73319149,49.22789771,98000,2,2 izbový byt,51,169.2
18.9218407,49.062838,105000,3,3 izbový byt,72,167.6
18.5584905,49.2231897,156000,3,3 izbový byt,65,160
18.6950188,49.2727771,129000,3,3 izbový byt,81,170.8
18.5584905,49.2231897,182000,4,4 izbový byt,85,160
18.7408001,49.2194498,175000,3,3 izbový byt,70,168.9
18.8204938,49.1723478,164900,3,3 izbový byt,77,169.5
18.7497222,48.4602778,297300,2,3 izbový byt,94,126
18.6950188,49.2727771,129000,3,3 izbový byt,81,170.8
18.5584905,49.2231897,182000,4,4 izbový byt,85,160
18.7627162,49.2098161,149900,3,3 izbový byt,79,169.3
18.684853,49.1252712,215105,3,3 izbový byt,80,158.7
18.684853,49.1252712,119800,1,1 izbový byt,43,158.7
18.684853,49.1252712,196700,3,3 izbový byt,79,158.7
18.9218407,49.062838,133000,3,3 izbový byt,84,167.6
18.7408001,49.2194498,147000,2,2 izbový byt,65,168.9
18.7408001,49.2194498,165000,2,2 izbový byt,58,168.9
18.684853,49.1252712,215105,3,3 izbový byt,80,158.7
18.684853,49.1252712,209055,3,3 izbový byt,79,158.7
18.7408001,49.2194498,121900,2,2 izbový byt,54,168.9
18.684853,49.1252712,209055,3,3 izbový byt,79,158.7
18.7408001,49.2194498,121900,2,2 izbový byt,54,168.9
18.684853,49.1252712,209055,3,3 izbový byt,79,158.7
18.7408001,49.2194498,140000,2,2 izbový byt,69,168.9
18.7408001,49.2194498,134000,2,2 izbový byt,65,168.9
18.7408001,49.2194498,196000,2,2 izbový byt,96,168.9
18.7408001,49.2194498,151000,2,2 izbový byt,64,168.9
18.684853,49.1252712,209055,3,3 izbový byt,80,158.7
18.684853,49.1252712,202805,3,3 izbový byt,79,158.7
18.7408001,49.2194498,258000,4,4 izbový byt,96,168.9
18.7408001,49.2194498,108990,1,1 izbový byt,41,168.9
18.7408001,49.2194498,155000,3,3 izbový byt,68,168.9
18.7408001,49.2194498,123000,2,2 izbový byt,50,168.9
18.7408001,49.2194498,127990,2,2 izbový byt,56,168.9
18.7408001,49.2194498,169900,3,3 izbový byt,60,168.9
18.5584905,49.2231897,133000,2,2 izbový byt,55,160
18.7497222,48.4602778,81000,1,1 izbový byt,23,126
18.7497222,48.4602778,131100,1,1 izbový byt,31,126
18.7866296,49.301944,133000,3,3 izbový byt,65,177.7
18.7408001,49.2194498,255000,3,3 izbový byt,83,168.9
18.7408001,49.2194498,149900,2,2 izbový byt,61,168.9
18.7408001,49.2194498,188000,2,2 izbový byt,73,168.9
18.7408001,49.2194498,139900,1,1 izbový byt,47,168.9
18.684853,49.1252712,193205,3,3 izbový byt,76,158.7
18.7408001,49.2194498,165000,3,3 izbový byt,70,168.9
18.7408001,49.2194498,235000,3,3 izbový byt,110,168.9
18.7408001,49.2194498,160000,3,3 izbový byt,65,168.9
18.7408001,49.2194498,188000,3,3 izbový byt,66,168.9
18.7408001,49.2194498,169990,4,4 izbový byt,84,168.9
18.7408001,49.2194498,155000,3,3 izbový byt,70,168.9
18.7408001,49.2194498,159990,3,3 izbový byt,74,168.9
18.684853,49.1252712,215105,3,3 izbový byt,79,158.7
18.7408001,49.2194498,161000,2,2 izbový byt,62,168.9
18.7408001,49.2194498,165000,3,3 izbový byt,70,168.9
18.7408001,49.2194498,245000,3,3 izbový byt,80,168.9
18.7408001,49.2194498,325000,4,4 izbový byt,118,168.9
18.7408001,49.2194498,175000,3,3 izbový byt,67,168.9
18.7497222,48.4602778,221800,2,2 izbový byt,62,126
18.7627162,49.2098161,149900,3,3 izbový byt,79,169.3
18.9225396,49.112146,102000,2,2 izbový byt,60,170.9
18.9218407,49.062838,135000,3,3 izbový byt,73,167.6
18.7866296,49.301944,115080,2,2 izbový byt,57,177.7
18.9266256,49.0784109,85000,1,1 izbový byt,36,168.9
18.5528232,49.2211635,179999,4,4 izbový byt,96,159.6
18.7703147,49.4354954,104999,2,2 izbový byt,64,187.9
18.7703147,49.4354954,124999,3,3 izbový byt,66,187.9
18.9285022,49.0859034,125000,2,2 izbový byt,60,169.5
18.7897011,49.4379367,135000,3,3 izbový byt,65,189
18.9266256,49.0784109,168000,4,4 izbový byt,83,168.9
18.7627162,49.2098161,162000,2,2 izbový byt,68,169.3
18.6381275,49.0919974,123000,2,2 izbový byt,59,153.7
18.6244813,49.0863566,135000,4,4 izbový byt,98,152.6
18.8204938,49.1723478,154900,3,3 izbový byt,76,169.5
18.8204938,49.1723478,154900,3,3 izbový byt,76,169.5
18.7897011,49.4379367,122000,3,3 izbový byt,66,189
18.6381275,49.0928001,121000,2,2 izbový byt,59,153.8
19.3006755,49.0827192,120000,1,1 izbový byt,37,191.6
18.7590272,49.2119057,280000,3,3 izbový byt,80,169.3
18.9225396,49.112146,102000,2,2 izbový byt,60,170.9
18.7703147,49.4354954,130000,3,3 izbový byt,74,187.9
18.92495783,49.07112138,119900,2,2 izbový byt,55,168.3
18.7241836,49.1975571,198500,4,4 izbový byt,90,166.3
18.7685471,49.2092061,170000,4,4 izbový byt,80,169.5
18.9345074,49.107775,109500,3,3 izbový byt,69,171.3
18.93216144,49.08297723,125000,3,3 izbový byt,82,169.5
18.7127722,49.2122573,330000,4,4 izbový byt,125,166.9
18.7127722,49.2122573,235000,3,3 izbový byt,90,166.9
19.6071674,49.087259,120000,2,2 izbový byt,59,211
18.93197142,49.10693963,131500,1,1 izbový byt,55,171.1
18.93197142,49.10693963,135500,1,1 izbový byt,54,171.1
18.93197142,49.10693963,155000,2,2 izbový byt,71,171.1
18.93197142,49.10693963,128000,1,1 izbový byt,54,171.1
18.93197142,49.10693963,336000,4,4 izbový byt,164,171.1
18.93197142,49.10693963,157500,2,2 izbový byt,71,171.1
18.93197142,49.10693963,164000,2,2 izbový byt,75,171.1
18.93197142,49.10693963,190500,3,3 izbový byt,90,171.1
18.93197142,49.10693963,257000,3,3 izbový byt,124,171.1
18.93197142,49.10693963,210000,3,3 izbový byt,99,171.1
18.93197142,49.10693963,155500,2,2 izbový byt,71,171.1
18.93197142,49.10693963,257000,3,3 izbový byt,128,171.1
18.93197142,49.10693963,155000,1,1 izbový byt,72,171.1
18.93197142,49.10693963,184000,2,2 izbový byt,86,171.1
18.93197142,49.10693963,186500,3,3 izbový byt,90,171.1
18.93197142,49.10693963,155500,2,2 izbový byt,71,171.1
18.93197142,49.10693963,132500,1,1 izbový byt,55,171.1
19.304323,49.0815474,112875,2,2 izbový byt,23,191.7
19.6198837,49.0543036,112875,2,2 izbový byt,23,210.1
18.92344565,49.05600633,135900,4,4 izbový byt,83,167.2
18.7241836,49.1975571,165000,2,2 izbový byt,58,166.3
19.5886245,49.0858102,99900,1,1 izbový byt,38,209.8
19.6346327,49.0793443,159000,3,3 izbový byt,75,212.4
18.9218407,49.062838,122000,2,2 izbový byt,55,167.6
18.9218407,49.062838,119900,2,2 izbový byt,54,167.6
19.7202155,49.0365094,119900,2,2 izbový byt,65,215.7
19.2619291,48.9495149,125000,4,4 izbový byt,80,181.6
19.6806367,49.0757654,119990,3,3 izbový byt,84,215.1
19.7202155,49.0365094,79500,1,1 izbový byt,36,215.7
19.6222879,49.08062,72000,1,1 izbový byt,39,211.7
19.7372793,49.0534446,136500,4,4 izbový byt,92,217.7
19.7202155,49.0365094,82589,2,2 izbový byt,58,215.7
19.7202155,49.0365094,109500,2,2 izbový byt,61,215.7
19.7357996,49.0309341,59900,1,1 izbový byt,44,216.5
19.7202155,49.0365094,78500,2,2 izbový byt,60,215.7
19.6222879,49.08062,155900,3,3 izbový byt,65,211.7
19.7357996,49.0309341,74900,1,1 izbový byt,44,216.5
18.9218407,49.062838,129500,3,3 izbový byt,65,167.6
19.6222879,49.08062,113900,2,2 izbový byt,57,211.7
19.5807341,48.9716032,299000,3,3 izbový byt,66,203.4
18.9218407,49.062838,77000,1,1 izbový byt,42,167.6
18.7361107,49.2278666,118900,2,2 izbový byt,66,169.3
19.7599555,49.0352558,79900,2,2 izbový byt,56,218.3
18.8594751,48.8637142,145973,2,2 izbový byt,40,151.4
18.9273728,49.0802408,128500,3,3 izbový byt,68,169
18.9341845,49.0899679,160000,4,4 izbový byt,98,170.1
18.8594751,48.8637142,196835,2,2 izbový byt,58,151.4
18.9234426,49.1049749,112000,3,3 izbový byt,69,170.5
18.9178066,49.0922408,69990,1,1 izbový byt,35,169.3
18.7660731,49.204105,219000,3,3 izbový byt,84,169
18.7408001,49.2194498,108990,1,1 izbový byt,39,168.9
18.7408001,49.2194498,162080,2,2 izbový byt,54,168.9
18.9218407,49.062838,113880,3,3 izbový byt,68,167.6
19.2953678,49.2090236,105000,2,2 izbový byt,59,199.1
19.2953678,49.2090236,130080,3,3 izbový byt,68,199.1
18.7408001,49.2194498,145000,3,3 izbový byt,62,168.9
18.5584905,49.2231897,150280,3,3 izbový byt,77,160
18.7408001,49.2194498,125980,2,2 izbový byt,64,168.9
18.9218407,49.062838,148980,3,3 izbový byt,75,167.6
18.7408001,49.2194498,99900,1,1 izbový byt,34,168.9
18.7408001,49.2194498,142880,3,3 izbový byt,70,168.9
18.9218407,49.062838,127980,3,3 izbový byt,65,167.6
19.036836,49.1166864,95000,3,3 izbový byt,95,177.8
18.7408001,49.2194498,219000,2,2 izbový byt,89,168.9
18.7408001,49.2194498,309990,3,3 izbový byt,120,168.9
18.7408001,49.2194498,156990,3,3 izbový byt,62,168.9
18.7408001,49.2194498,99980,1,1 izbový byt,38,168.9
18.7408001,49.2194498,181000,4,4 izbový byt,90,168.9
18.7408001,49.2194498,169990,4,4 izbový byt,83,168.9
18.7408001,49.2194498,123000,2,2 izbový byt,65,168.9
18.9218407,49.062838,148000,4,4 izbový byt,84,167.6
18.7408001,49.2194498,169990,4,4 izbový byt,83,168.9
18.9218407,49.062838,104000,2,2 izbový byt,54,167.6
18.7408001,49.2194498,152000,3,3 izbový byt,78,168.9
18.9218407,49.062838,129990,3,3 izbový byt,78,167.6
19.7202155,49.0365094,115000,2,2 izbový byt,68,215.7
18.6332606,49.0891345,132980,4,4 izbový byt,75,153.2
18.7408001,49.2194498,117580,1,1 izbový byt,36,168.9
18.7408001,49.2194498,158000,2,2 izbový byt,59,168.9
18.7408001,49.2194498,159280,3,3 izbový byt,62,168.9
18.7408001,49.2194498,109990,1,1 izbový byt,34,168.9
18.7408001,49.2194498,173880,2,2 izbový byt,68,168.9
18.7408001,49.2194498,117000,2,2 izbový byt,49,168.9
18.9218407,49.062838,74880,1,1 izbový byt,29,167.6
18.7866296,49.301944,255080,4,4 izbový byt,105,177.7
18.9218407,49.062838,120880,3,3 izbový byt,67,167.6
18.9218407,49.062838,149980,4,4 izbový byt,85,167.6
18.9218407,49.062838,160000,4,4 izbový byt,98,167.6
18.7408001,49.2194498,114580,2,2 izbový byt,40,168.9
18.9218407,49.062838,105000,2,2 izbový byt,58,167.6
18.5584905,49.2231897,219000,3,3 izbový byt,144,160
18.9218407,49.062838,95980,2,2 izbový byt,58,167.6
18.7408001,49.2194498,149000,3,3 izbový byt,75,168.9
18.7408001,49.2194498,165000,3,3 izbový byt,72,168.9
18.5584905,49.2231897,165000,3,3 izbový byt,79,160
18.9218407,49.062838,143000,2,2 izbový byt,63,167.6
19.6222879,49.08062,110000,3,3 izbový byt,96,211.7
18.7408001,49.2194498,121900,2,2 izbový byt,55,168.9
18.7408001,49.2194498,152500,2,2 izbový byt,59,168.9
18.8633848,49.1834989,164280,3,3 izbový byt,79,172.7
18.7408001,49.2194498,175850,4,4 izbový byt,70,168.9
18.9218407,49.062838,153880,4,4 izbový byt,95,167.6
18.6268519,49.4051339,124900,3,3 izbový byt,72,178.6
18.9218407,49.062838,122000,2,2 izbový byt,53,167.6
18.7408001,49.2194498,117990,2,2 izbový byt,41,168.9
18.7408001,49.2194498,137580,2,2 izbový byt,54,168.9
18.7408001,49.2194498,158990,2,2 izbový byt,53,168.9
18.7408001,49.2194498,112500,2,2 izbový byt,58,168.9
19.6222879,49.08062,109000,2,2 izbový byt,57,211.7
18.9218407,49.062838,123980,2,2 izbový byt,49,167.6
18.7408001,49.2194498,178990,2,2 izbový byt,73,168.9
18.7408001,49.2194498,158580,4,4 izbový byt,83,168.9
18.7408001,49.2194498,163000,3,3 izbový byt,73,168.9
18.7408001,49.2194498,155000,3,3 izbový byt,74,168.9
19.2953678,49.2090236,135000,3,3 izbový byt,73,199.1
19.7202155,49.0365094,130000,3,3 izbový byt,72,215.7
18.9218407,49.062838,170000,4,4 izbový byt,84,167.6
18.7408001,49.2194498,154990,2,2 izbový byt,63,168.9
18.7408001,49.2194498,176990,2,2 izbový byt,85,168.9
19.2953678,49.2090236,130000,3,3 izbový byt,74,199.1
18.7866296,49.301944,155990,3,3 izbový byt,77,177.7
18.7408001,49.2194498,138000,1,1 izbový byt,41,168.9
18.9218407,49.062838,73000,1,1 izbový byt,29,167.6
18.9218407,49.062838,115980,3,3 izbový byt,72,167.6
18.9218407,49.062838,95880,2,2 izbový byt,45,167.6
19.6222879,49.08062,114900,3,3 izbový byt,60,211.7
18.7351819,49.210572,89900,1,1 izbový byt,28,167.9
18.9342113,49.10616,115000,3,3 izbový byt,65,171.2
19.3096551,49.0659244,83900,1,1 izbový byt,30,191.1
19.3096551,49.0659244,176900,3,3 izbový byt,86,191.1
19.3096551,49.0659244,298900,4,4 izbový byt,149,191.1
19.3096551,49.0659244,147900,2,2 izbový byt,82,191.1
19.62194458,49.08175139,129900,2,2 izbový byt,65,211.7
19.31795801,49.07563849,167900,3,3 izbový byt,72,192.2
19.3096551,49.0659244,104900,1,1 izbový byt,56,191.1
18.71124462,49.20810335,124400,1,1 izbový byt,39,166.5
19.3096551,49.0659244,174900,3,3 izbový byt,77,191.1
18.71127859,49.20821246,179400,2,2 izbový byt,93,166.5
19.3096551,49.0659244,210900,3,3 izbový byt,93,191.1
19.3096551,49.0659244,130900,2,2 izbový byt,56,191.1
18.71127859,49.20821246,251400,3,3 izbový byt,118,166.5
19.3096551,49.0659244,172900,3,3 izbový byt,77,191.1
18.7763651,49.4386183,119900,2,2 izbový byt,50,188.4
18.7619075,49.2103468,149900,2,2 izbový byt,68,169.3
18.73625891,49.21306646,110000,1,1 izbový byt,34,168.2
18.7276691,49.2165882,134000,2,2 izbový byt,33,168
18.735738,49.2385273,190000,2,2 izbový byt,85,170.1
18.7371476,49.2112457,148000,2,2 izbový byt,73,168.1
19.74236487,49.03756982,82599,2,2 izbový byt,58,217.2
18.7371476,49.2112457,133000,2,2 izbový byt,56,168.1
18.7398773,49.2143405,114000,1,1 izbový byt,36,168.4
18.7842828,49.3006944,140000,2,2 izbový byt,57,177.5
18.735738,49.2385273,225000,3,3 izbový byt,76,170.1
18.90096,49.08151,73000,1,1 izbový byt,30,167.6
19.73167178,49.05356839,126000,3,3 izbový byt,70,217.3
18.83451461,49.39609447,123000,3,3 izbový byt,73,187.7
18.7126992,49.2138553,179000,4,4 izbový byt,80,167
18.7383376,49.1988403,160000,3,3 izbový byt,72,167.2
18.7371476,49.2112457,153000,2,2 izbový byt,54,168.1
19.30145916,49.21127359,133000,3,3 izbový byt,73,199.6
18.92641653,49.0776942,168000,4,4 izbový byt,85,168.8
18.8324337,49.3960567,123000,3,3 izbový byt,70,187.6
18.735738,49.2385273,145000,2,2 izbový byt,58,170.1
19.28616705,49.20971612,163000,3,3 izbový byt,64,198.6
18.7619075,49.2103468,141900,1,1 izbový byt,39,169.3
18.7408001,49.2194498,123000,2,2 izbový byt,55,168.9
19.6184603,49.0527233,119647,1,1 izbový byt,26,209.9
18.7619075,49.2103468,135000,1,1 izbový byt,46,169.3
18.5588046,49.2225205,168000,3,3 izbový byt,80,160
18.7241836,49.1975571,269900,4,4 izbový byt,168,166.3
18.9254668,49.0508296,116990,3,3 izbový byt,68,167
18.9218407,49.062838,89000,2,2 izbový byt,51,167.6
18.712515,49.213206,199990,3,3 izbový byt,92,166.9
18.7866296,49.301944,117000,2,2 izbový byt,56,177.7
18.7369407,49.2000535,169990,3,3 izbový byt,70,167.2
18.7334194,49.2109639,165000,2,2 izbový byt,55,167.8
18.9261913,49.0661623,122000,2,2 izbový byt,55,168
18.732538,49.2262013,295698,3,3 izbový byt,81,169
18.732538,49.2262013,343104,3,3 izbový byt,98,169
18.732538,49.2262013,397946,4,4 izbový byt,110,169
18.76795189,49.21419682,107900,1,1 izbový byt,30,169.9
18.9319235,49.0824635,125000,3,3 izbový byt,60,169.5
18.9306688,49.1048084,129990,3,3 izbový byt,65,170.9
18.9218407,49.062838,132000,3,3 izbový byt,76,167.6
18.9130608,49.0760289,145000,3,3 izbový byt,65,167.9
18.7611819,49.2112098,136990,2,2 izbový byt,53,169.3
18.7784812,49.2991839,139990,2,2 izbový byt,57,177.1
18.9310075,49.0799773,148000,4,4 izbový byt,84,169.2
18.7483997,49.2199286,192000,3,3 izbový byt,80,169.3
18.7241836,49.1975571,110000,2,2 izbový byt,49,166.3
18.7654363,49.2140079,102990,1,1 izbový byt,37,169.8
18.9225396,49.112146,101990,2,2 izbový byt,60,170.9
18.7654363,49.2140079,160000,3,3 izbový byt,74,169.8
18.9283226,49.1077477,137990,3,3 izbový byt,73,171
18.7369407,49.2000535,169990,4,4 izbový byt,84,167.2
18.9218407,49.062838,112990,3,3 izbový byt,73,167.6
18.7441701,49.1987196,160000,3,3 izbový byt,70,167.5
18.7483997,49.2199286,129990,1,1 izbový byt,40,169.3
18.8113886,49.3374646,119900,2,2 izbový byt,68,181.8
18.9358922,49.0893804,103000,2,2 izbový byt,50,170.1
18.8424122,49.0035849,129000,3,3 izbový byt,69,159
18.7425994,49.2307315,215000,3,3 izbový byt,86,169.9
18.9218407,49.062838,106000,2,2 izbový byt,73,167.6
18.92882071,49.08201471,94900,2,2 izbový byt,50,169.2
19.62487216,49.07526789,100000,3,3 izbový byt,62,211.5
18.7241836,49.1975571,145000,2,2 izbový byt,44,166.3
18.7758428,49.2116048,269900,4,4 izbový byt,168,170.1
18.75836567,49.2145203,106500,1,1 izbový byt,41,169.4
18.7635935,49.2108912,165000,3,3 izbový byt,82,169.4
18.9295171,49.0585855,75000,1,1 izbový byt,30,167.7
18.92640433,49.04928706,79900,1,1 izbový byt,29,166.9
19.6222879,49.08062,139900,2,2 izbový byt,45,211.7
18.7462217,49.226991,194900,3,3 izbový byt,83,169.8
18.7654363,49.2140079,149900,2,2 izbový byt,58,169.8
18.7332613,49.2091289,149900,2,2 izbový byt,56,167.7
18.9260444,49.0707539,140000,3,3 izbový byt,71,168.3
18.7619075,49.2103468,164990,3,3 izbový byt,82,169.3
18.7619075,49.2103468,164990,3,3 izbový byt,82,169.3
18.7855722,49.2989145,138000,3,3 izbový byt,62,177.4
18.9353787,49.0869981,126000,3,3 izbový byt,70,170
18.9317187,49.1108353,132000,3,3 izbový byt,69,171.4
18.9203114,49.0528439,99900,2,2 izbový byt,60,166.8
18.9180729,49.0958504,135000,3,3 izbový byt,72,169.6
19.3182087,49.2341088,139888,4,4 izbový byt,76,202
18.7462217,49.226991,157000,3,3 izbový byt,62,169.8
18.6369392,49.1570137,105000,1,1 izbový byt,40,158.6
18.9265109,49.1059959,124900,3,3 izbový byt,87,170.7
19.2671277,49.1943472,130000,3,3 izbový byt,74,196.4
19.4347201,49.1002105,131300,1,1 izbový byt,41,200.9
19.4347201,49.1002105,128200,2,2 izbový byt,43,200.9
19.4347201,49.1002105,121300,1,1 izbový byt,41,200.9
19.4347201,49.1002105,126900,2,2 izbový byt,46,200.9
19.7201875,49.04034,94990,1,1 izbový byt,32,215.9
19.7201875,49.04034,94990,2,2 izbový byt,46,215.9
19.7201875,49.04034,179990,3,3 izbový byt,73,215.9
18.7408001,49.2194498,159900,2,2 izbový byt,58,168.9
19.60218455,49.09038046,135000,2,2 izbový byt,56,210.9
19.6241465,49.0829385,135650,2,2 izbový byt,57,211.9
18.929193,49.0724921,138000,3,3 izbový byt,70,168.6
19.588878,49.08448975,168990,2,2 izbový byt,65,209.7
19.58833083,49.08462326,193900,3,3 izbový byt,75,209.7
18.76709461,49.20706304,108990,1,1 izbový byt,38,169.3
18.7462217,49.226991,185000,2,2 izbový byt,64,169.8
18.7123379,49.2150215,126900,2,2 izbový byt,52,167.1
18.83056641,49.37879656,143500,3,3 izbový byt,70,186.1
18.83056641,49.37879656,143500,3,3 izbový byt,70,186.1
18.9306105,49.0711096,120000,2,2 izbový byt,59,168.6
18.7497222,48.4602778,99500,2,2 izbový byt,51,126
18.9328159,49.0843264,159900,4,4 izbový byt,97,169.6
18.9358922,49.0893804,103000,2,2 izbový byt,50,170.1
18.7351819,49.210572,131900,2,2 izbový byt,55,167.9
18.7241836,49.1975571,94900,2,2 izbový byt,50,166.3
