longitude,latitude,Cena,Izby,Druh,Plocha,distance_from_centre
18.01395893,48.90208387,128500,2,2 izbový byt,54,107.1
18.60091,48.769119,72200,1,1 izbový byt,42,129.8
18.0440578,48.878377,164000,3,3 izbový byt,74,106.5
18.6033387,48.7740087,199000,4,4 izbový byt,103,130.2
18.259244,48.71915,82000,3,3 izbový byt,66,105.9
18.3563783,48.6286092,69000,2,2 izbový byt,50,106.4
18.364054,48.6227843,63000,1,1 izbový byt,36,106.5
18.3614156,48.6275765,117000,3,3 izbový byt,95,106.6
18.3815145,48.625384,98000,3,3 izbový byt,66,107.8
18.022586,48.8837081,270000,2,2 izbový byt,59,106
18.0768481,48.9007876,189900,3,3 izbový byt,78,110
18.084926,48.8637308,195000,3,3 izbový byt,80,107.3
18.0274957,48.8954034,124900,2,2 izbový byt,61,107.2
18.0428163,48.8761448,143000,3,3 izbový byt,64,106.3
18.0492151,48.8718832,145000,3,3 izbový byt,57,106.2
18.0354375,48.8763175,140000,4,4 izbový byt,81,105.9
18.0634071,48.8975939,172000,4,4 izbový byt,73,109.1
18.0722682,48.8990496,133000,3,3 izbový byt,60,109.6
18.0492151,48.8718832,134900,3,3 izbový byt,75,106.2
18.0619307,48.8339976,122000,3,3 izbový byt,77,103.7
18.0287616,48.879187,179990,3,3 izbový byt,70,105.9
18.0492151,48.8718832,149000,3,3 izbový byt,78,106.2
18.0577085,48.88971,218000,4,4 izbový byt,155,108.1
18.022586,48.8837081,117000,1,1 izbový byt,37,106
18.0577085,48.88971,218000,5,5 a viac izbový byt,155,108.1
18.0662187,48.8993538,235000,3,3 izbový byt,85,109.3
18.0378496,48.8939462,99900,2,2 izbový byt,46,107.5
18.14356,48.9370804,131000,3,3 izbový byt,76,116.2
18.1743223,48.9599393,121900,3,3 izbový byt,69,119.6
18.3272988,49.065267,125000,3,3 izbový byt,54,135.7
18.1770418,48.9597629,154000,3,3 izbový byt,68,119.7
18.3272988,49.065267,125000,2,2 izbový byt,54,135.7
18.1736652,48.9619235,98000,2,2 izbový byt,52,119.7
18.1823017,48.9681807,99900,3,3 izbový byt,76,120.7
18.1760931,48.9551133,152000,3,3 izbový byt,69,119.3
18.1167625,48.9658211,122000,2,2 izbový byt,54,117.4
18.4481529,49.1169161,94995,2,2 izbový byt,62,145.9
18.3958035,48.6206579,58000,1,1 izbový byt,46,108.5
17.76634091,48.65293877,115990,3,3 izbový byt,68,74.3
18.60091,48.769119,106000,3,3 izbový byt,74,129.8
18.60091,48.769119,90000,3,3 izbový byt,66,129.8
18.606419,48.7748752,90000,3,3 izbový byt,56,130.4
18.60091,48.769119,113000,3,3 izbový byt,82,129.8
18.6170156,48.786588,93000,3,3 izbový byt,72,131.8
18.6024601,48.7718636,82000,2,2 izbový byt,67,130
18.60091,48.769119,90000,1,1 izbový byt,37,129.8
18.6090589,48.773215,103000,2,2 izbový byt,64,130.5
18.4481529,49.1169161,91500,2,2 izbový byt,50,145.9
18.606419,48.7748752,98900,3,3 izbový byt,66,130.4
18.6303068,48.7708489,120000,2,2 izbový byt,63,131.7
18.60091,48.769119,133000,3,3 izbový byt,70,129.8
17.8308602,48.755674,135000,4,4 izbový byt,101,86.1
18.1581884,48.9628976,105000,3,3 izbový byt,59,119.1
18.1581884,48.9628976,74000,2,2 izbový byt,46,119.1
18.1581884,48.9628976,69900,2,2 izbový byt,39,119.1
18.1736652,48.9619235,63000,2,2 izbový byt,36,119.7
18.1581884,48.9628976,59900,1,1 izbový byt,33,119.1
18.1581884,48.9628976,127000,4,4 izbový byt,104,119.1
18.1581884,48.9628976,94900,2,2 izbový byt,56,119.1
18.1581884,48.9628976,124000,4,4 izbový byt,79,119.1
18.1581884,48.9628976,94900,3,3 izbový byt,60,119.1
18.1581884,48.9628976,69900,2,2 izbový byt,51,119.1
18.1581884,48.9628976,74900,2,2 izbový byt,47,119.1
18.1581884,48.9628976,98000,2,2 izbový byt,48,119.1
18.7601382,48.7273912,98000,3,3 izbový byt,70,137.6
18.0378496,48.8939462,159900,3,3 izbový byt,61,107.5
18.0274957,48.8954034,138900,2,2 izbový byt,57,107.2
18.1736652,48.9619235,159500,4,4 izbový byt,82,119.7
18.0378496,48.8939462,124000,2,2 izbový byt,52,107.5
18.0768481,48.9007876,184900,3,3 izbový byt,93,110
18.031148,48.8780871,149000,3,3 izbový byt,76,105.9
18.0169173,48.8947656,126664,2,2 izbový byt,57,106.6
18.0169173,48.8947656,120130,2,2 izbový byt,54,106.6
18.0169173,48.8947656,126664,2,2 izbový byt,57,106.6
17.941614,48.821686,116600,3,3 izbový byt,75,96.9
18.1736652,48.9619235,155000,3,3 izbový byt,86,119.7
18.0169173,48.8947656,122000,2,2 izbový byt,55,106.6
18.1678255,48.9097495,129990,3,3 izbový byt,76,115.1
18.0426861,48.8773201,143900,3,3 izbový byt,62,106.4
18.0500115,48.90052,119000,2,2 izbový byt,57,108.7
18.0378496,48.8939462,120130,2,2 izbový byt,54,107.5
18.1442945,48.9378271,112900,2,2 izbový byt,62,116.3
18.0426861,48.8773201,129000,2,2 izbový byt,46,106.4
18.2272395,49.0002065,195000,4,4 izbový byt,134,125.5
18.0345017,48.9017399,139900,2,2 izbový byt,64,108.1
18.0169173,48.8947656,110010,2,2 izbový byt,50,106.6
18.0169173,48.8947656,152495,2,2 izbový byt,52,106.6
18.0426861,48.8773201,103000,2,2 izbový byt,46,106.4
17.941614,48.821686,77000,1,1 izbový byt,37,96.9
18.0497599,48.8764543,123000,3,3 izbový byt,64,106.6
18.0577085,48.88971,139900,2,2 izbový byt,51,108.1
18.0318329,48.8812299,124900,3,3 izbový byt,67,106.2
18.0568329,48.8993588,127900,2,2 izbový byt,66,108.9
18.0169173,48.8947656,109350,2,2 izbový byt,50,106.6
18.11674441,48.93784902,114000,2,2 izbový byt,60,115
18.11381573,48.93575025,139900,2,2 izbový byt,58,114.7
18.0354375,48.8763175,151800,2,2 izbový byt,66,105.9
18.11381573,48.93575025,102900,2,2 izbový byt,42,114.7
18.0335208,48.884936,169900,4,4 izbový byt,79,106.6
18.1709914,48.9617553,145900,3,3 izbový byt,68,119.6
18.0251315,48.8960607,159900,3,3 izbový byt,74,107.1
17.8253958,48.7568395,143900,3,3 izbový byt,70,85.9
18.0335208,48.884936,147900,2,2 izbový byt,51,106.6
18.1740781,48.9618886,159900,3,3 izbový byt,80,119.7
18.1159863,48.9632186,128900,2,2 izbový byt,56,117.1
18.0335208,48.884936,159900,3,3 izbový byt,71,106.6
19.692993,48.734455,133900,4,4 izbový byt,71,201.2
17.5642606,48.75237275,82000,3,3 izbový byt,72,75.3
18.60091,48.769119,109600,3,3 izbový byt,54,129.8
18.6033661,48.7761245,128500,3,3 izbový byt,56,130.3
18.7598695,48.7290079,69990,2,2 izbový byt,56,137.7
18.7598695,48.7290079,91990,3,3 izbový byt,66,137.7
18.0502919,48.8982759,179000,3,3 izbový byt,67,108.5
17.8316816,48.7613959,99990,1,1 izbový byt,35,86.6
17.5710049,48.7585344,98000,3,3 izbový byt,87,76.1
17.5651643,48.7504728,97000,4,4 izbový byt,78,75.1
17.5651643,48.7504728,94000,2,2 izbový byt,52,75.1
17.5649685,48.7486607,94000,2,2 izbový byt,57,74.9
17.8326971,48.7563795,166000,3,3 izbový byt,68,86.2
17.5651643,48.7504728,101500,4,4 izbový byt,82,75.1
17.5651643,48.7504728,88000,2,2 izbový byt,57,75.1
17.5651643,48.7504728,102000,3,3 izbový byt,70,75.1
17.5759773,48.7516222,105000,3,3 izbový byt,82,75.6
18.7601382,48.7273912,74000,2,2 izbový byt,60,137.6
18.7601382,48.7273912,68000,2,2 izbový byt,65,137.6
17.5651643,48.7504728,105000,3,3 izbový byt,82,75.1
18.0474991,48.8699442,144200,2,2 izbový byt,50,106
18.0474991,48.8699442,158311,2,2 izbový byt,50,106
18.0169173,48.8947656,122000,2,2 izbový byt,55,106.6
18.0169173,48.8947656,110010,2,2 izbový byt,50,106.6
18.0169173,48.8947656,109350,2,2 izbový byt,50,106.6
18.6221264,48.7714869,175000,3,3 izbový byt,89,131.2
18.0426861,48.8773201,149000,3,3 izbový byt,62,106.4
18.031148,48.8780871,155000,3,3 izbový byt,77,105.9
17.8310899,48.7620466,139000,3,3 izbový byt,69,86.6
18.0594486,48.8967775,137900,2,2 izbový byt,74,108.8
17.8290124,48.7603776,105000,2,2 izbový byt,73,86.4
18.0274957,48.8954034,127000,2,2 izbový byt,75,107.2
18.5828331,48.7819746,399000,3,3 izbový byt,116,129.4
18.60091,48.769119,79900,2,2 izbový byt,61,129.8
18.6444527,48.7805674,86990,3,3 izbový byt,64,133.1
18.2580794,48.7255977,64000,2,2 izbový byt,54,106.3
18.0380396,48.8902234,191000,3,3 izbový byt,78,107.2
18.6236151,48.7766242,120000,3,3 izbový byt,82,131.6
18.04811309,48.89780933,160600,2,2 izbový byt,64,108.3
18.0497599,48.8764543,179900,3,3 izbový byt,84,106.6
18.6212102,48.7317846,74000,2,2 izbový byt,51,128.9
18.6213139,48.7847952,135000,4,4 izbový byt,86,132
18.6407154,48.7788488,78000,2,2 izbový byt,59,132.8
48.7790928,18.61618099,118000,3,3 izbový byt,70,4345.5
48.7706786,18.61729253,71900,2,2 izbový byt,51,4344.9
48.62132589,18.36884689,99000,3,3 izbový byt,68,4359.2
48.62132589,18.36884689,113000,3,3 izbový byt,68,4359.2
49.1169161,18.4481529,139600,3,3 izbový byt,77,4380.8
48.72860174,18.763965,82000,2,2 izbový byt,63,4328.9
48.77481759,18.60536685,55000,1,1 izbový byt,36,4346.3
48.76875594,18.60744431,90000,2,2 izbový byt,65,4345.7
48.7697554,18.63118199,52000,1,1 izbový byt,41,4343.6
48.77375237,18.60953097,101990,2,2 izbový byt,63,4345.8
48.77473379,18.60679451,86000,3,3 izbový byt,54,4346.1
48.8939462,18.0378496,70000,1,1 izbový byt,30,4405.7
18.4481529,49.1169161,91300,2,2 izbový byt,50,145.9
18.7601382,48.7273912,59000,2,2 izbový byt,57,137.6
48.77013503,18.60184524,90000,2,2 izbový byt,66,4346.3
48.78365455,18.63220957,125000,3,3 izbový byt,72,4344.3
18.4481529,49.1169161,128900,2,2 izbový byt,69,145.9
48.78573547,18.63117402,82600,2,2 izbový byt,49,4344.5
48.7822165,18.6162398,94900,2,2 izbový byt,50,4345.7
48.81188662,18.57987473,94990,3,3 izbový byt,71,4350.8
49.11568018,18.43030012,73900,1,1 izbový byt,32,4382.4
49.10792975,18.45676071,128900,3,3 izbový byt,63,4379.5
49.1023773,18.4622651,98000,1,1 izbový byt,39,4378.7
49.09967991,18.47050485,138600,3,3 izbový byt,68,4377.7
49.1169161,18.4481529,174900,4,4 izbový byt,90,4380.8
48.77576091,18.60293084,84500,3,3 izbový byt,63,4346.5
18.6163405,48.7702583,85000,2,2 izbový byt,55,130.8
48.78521835,18.61994363,98500,3,3 izbový byt,70,4345.5
18.0378496,48.8939462,163000,3,3 izbový byt,80,107.5
18.4661548,49.0999403,114000,2,2 izbový byt,38,145.4
18.4545605,49.1109652,132990,3,3 izbový byt,70,145.7
17.8326971,48.7563795,122000,1,1 izbový byt,23,86.2
18.2987333,49.1340041,163000,3,3 izbový byt,80,140.2
18.2386424,48.998608,126500,3,3 izbový byt,61,125.9
18.4481529,49.1169161,122000,1,1 izbový byt,23,145.9
18.4661548,49.0999403,85000,2,2 izbový byt,50,145.4
18.0268527,48.8802602,122000,1,1 izbový byt,23,105.9
18.4481529,49.1169161,163000,3,3 izbový byt,80,145.9
18.4661548,49.0999403,137300,3,3 izbový byt,62,145.4
18.4481529,49.1169161,133900,3,3 izbový byt,67,145.9
18.4454203,49.118947,79500,1,1 izbový byt,43,145.9
18.6213139,48.7847952,148900,4,4 izbový byt,83,132
18.3916627,48.620585,77000,3,3 izbový byt,59,108.2
18.3701956,48.6239961,86000,3,3 izbový byt,66,107
18.36304,48.6248398,102000,3,3 izbový byt,76,106.6
18.3781874,48.6229538,93000,3,3 izbový byt,72,107.4
18.7544685,48.7378656,92900,4,4 izbový byt,84,137.8
18.5737804,48.7729767,260000,4,4 izbový byt,128,128.3
18.7628337,48.7596829,78000,3,3 izbový byt,60,139.5
18.5737804,48.7729767,255000,4,4 izbový byt,128,128.3
18.5737804,48.7729767,249000,4,4 izbový byt,128,128.3
18.16857783,48.91036726,130000,1,1 izbový byt,75,115.2
18.60091,48.769119,71800,2,2 izbový byt,61,129.8
18.60091,48.769119,82600,2,2 izbový byt,55,129.8
18.5840386,48.7813298,206800,2,2 izbový byt,60,129.4
18.1770418,48.9597629,76000,1,1 izbový byt,42,119.7
18.4661548,49.0999403,137300,3,3 izbový byt,63,145.4
18.1760931,48.9551133,153000,3,3 izbový byt,85,119.3
18.0497599,48.8764543,259900,4,4 izbový byt,100,106.6
18.3886629,48.7771205,80000,3,3 izbový byt,61,117.4
17.56388539,48.74947067,104990,3,3 izbový byt,81,75
18.0497502,48.8726248,132500,2,2 izbový byt,57,106.3
18.05233945,48.8974107,196000,3,3 izbový byt,85,108.5
17.5289974,48.74791155,114990,3,3 izbový byt,92,73.7
18.05230726,48.89743186,196000,2,2 izbový byt,85,108.5
18.2535277,48.7285832,79900,2,2 izbový byt,70,106.2
18.0320975,48.8768963,104000,2,2 izbový byt,52,105.8
18.3685244,48.624158,96600,3,3 izbový byt,78,106.9
18.3685244,48.624158,99900,3,3 izbový byt,84,106.9
17.8315423,48.7532129,115000,3,3 izbový byt,61,85.9
17.8333035,48.74978581,129900,4,4 izbový byt,74,85.7
17.82173189,48.76251174,123000,3,3 izbový byt,51,86.3
18.0378496,48.8939462,159000,3,3 izbový byt,73,107.5
17.83318012,48.74964963,129900,3,3 izbový byt,74,85.7
18.1760931,48.9551133,110000,3,3 izbový byt,64,119.3
17.5651643,48.7504728,93000,4,4 izbový byt,80,75.1
17.78670476,48.70937199,220000,5,5 a viac izbový byt,187,80
18.06265294,48.85793586,124000,2,2 izbový byt,49,105.7
17.68867296,48.77970677,99500,2,2 izbový byt,42,82.3
18.6163405,48.7702583,90000,2,2 izbový byt,55,130.8
17.6937432,48.7806045,88000,3,3 izbový byt,64,82.6
18.6163405,48.7702583,90000,2,2 izbový byt,55,130.8
17.83494568,48.75094604,169900,3,3 izbový byt,100,85.8
18.05191612,48.87533951,149000,2,2 izbový byt,41,106.6
18.05270958,48.87569809,119900,3,3 izbový byt,64,106.7
18.04989433,48.87121964,111000,2,2 izbový byt,49,106.2
17.57683945,48.75111771,99000,3,3 izbový byt,82,75.6
18.02585411,48.8952179,129990,2,2 izbový byt,59,107.1
18.03209305,48.88018799,109900,2,2 izbový byt,56,106.1
18.30594254,49.10870361,110000,2,2 izbový byt,43,138.4
17.56702042,48.75133896,99000,4,4 izbový byt,82,75.3
17.57056236,48.7584343,92000,3,3 izbový byt,82,76.1
18.23831558,48.99798203,119000,3,3 izbový byt,64,125.8
18.02852058,48.87931824,132000,2,2 izbový byt,53,105.9
17.84600639,48.76670074,135000,2,2 izbový byt,96,87.7
18.17547798,48.96332932,145000,4,4 izbový byt,82,119.9
18.0594486,48.8967775,134900,2,2 izbový byt,88,108.8
18.2348862,48.9985733,207459,3,3 izbový byt,99,125.7
18.2987333,49.1340041,132000,2,2 izbový byt,70,140.2
17.5651643,48.7504728,99500,4,4 izbový byt,80,75.1
18.1454209,48.9365955,115429,2,2 izbový byt,58,116.2
18.7601382,48.7273912,82459,2,2 izbový byt,63,137.6
18.4679,49.0992,134000,3,3 izbový byt,63,145.4
18.60091,48.769119,115500,3,3 izbový byt,68,129.8
18.60091,48.769119,116000,3,3 izbový byt,69,129.8
18.7574,48.7212,72000,3,3 izbový byt,81,137.1
18.0378496,48.8939462,173000,3,3 izbový byt,77,107.5
17.8580768,48.8025907,115000,3,3 izbový byt,61,91.4
18.16857783,48.91036726,185000,3,3 izbový byt,84,115.2
18.16857783,48.91036726,105000,1,1 izbový byt,45,115.2
18.16857783,48.91036726,90000,1,1 izbový byt,33,115.2
18.16857783,48.91036726,95000,1,1 izbový byt,37,115.2
18.16857783,48.91036726,155000,3,3 izbový byt,72,115.2
18.16857783,48.91036726,115000,2,2 izbový byt,51,115.2
18.0378496,48.8939462,190000,3,3 izbový byt,81,107.5
18.1594775,48.9133919,144000,4,4 izbový byt,85,115
18.05850059,48.89178487,99900,2,2 izbový byt,39,108.3
18.1979802,48.7785513,114900,4,4 izbový byt,89,106.6
18.03006649,48.87872263,119900,3,3 izbový byt,98,105.9
17.86082983,48.79912559,135000,4,4 izbový byt,97,91.2
18.06122303,48.89767817,115000,3,3 izbový byt,61,109
18.1443243,48.93594827,113000,2,2 izbový byt,56,116.1
19.6855395,48.2998724,87000,2,2 izbový byt,44,191.2
18.20692062,49.06351916,113700,3,3 izbový byt,65,129.9
18.1108363,48.9721804,109900,3,3 izbový byt,62,117.6
18.06095123,48.89964362,110000,1,1 izbový byt,33,109.1
18.0039787,48.8758146,99000,3,3 izbový byt,66,104.4
18.1979781,48.7787455,114900,4,4 izbový byt,89,106.6
18.03949177,48.89239328,299900,4,4 izbový byt,111,107.5
18.0248302,48.8961281,189000,3,3 izbový byt,80,107.1
18.1684073,48.9636068,99000,2,2 izbový byt,64,119.6
18.03517342,48.88208817,129000,2,2 izbový byt,65,106.4
18.02247047,48.89587957,119000,2,2 izbový byt,49,107
18.0170418,48.8979457,103900,2,2 izbový byt,43,106.9
18.04953575,48.87065241,149900,3,3 izbový byt,75,106.1
18.19431639,48.77658073,114900,4,4 izbový byt,89,106.2
18.1979781,48.7787455,114900,4,4 izbový byt,89,106.6
18.03949177,48.89239328,299900,4,4 izbový byt,111,107.5
18.17633808,48.96162032,109900,3,3 izbový byt,65,119.8
18.17106485,48.95751516,144900,3,3 izbový byt,68,119.2
18.1750989,48.95262058,114900,3,3 izbový byt,68,119
18.1750989,48.95262058,114900,3,3 izbový byt,68,119
17.86084056,48.79910439,135000,4,4 izbový byt,97,91.2
18.03524852,48.88081818,139000,3,3 izbový byt,82,106.3
18.04075778,48.87808407,95000,2,2 izbový byt,46,106.3
18.03333879,48.88211639,139990,2,2 izbový byt,51,106.3
18.02985191,48.87937882,219000,3,3 izbový byt,96,105.9
18.0170418,48.8979457,179900,3,3 izbový byt,87,106.9
18.0437934,48.8773104,135000,4,4 izbový byt,87,106.4
17.83253789,48.75341601,139900,3,3 izbový byt,67,86
18.07046056,48.89780513,259000,3,3 izbový byt,127,109.4
18.050251,48.87608131,119900,3,3 izbový byt,64,106.6
18.2065773,49.06410966,98900,2,2 izbový byt,55,130
18.05989265,48.89757942,143900,3,3 izbový byt,68,108.9
18.02672982,48.88165779,189990,3,3 izbový byt,88,106
18.0508156,48.8992295,154900,3,3 izbový byt,90,108.6
18.20629835,49.06411669,122900,3,3 izbový byt,69,130
18.07044983,48.89779102,299900,3,3 izbový byt,140,109.4
18.04836988,48.9008379,156000,3,3 izbový byt,77,108.6
18.1594775,48.9133919,85000,1,1 izbový byt,37,115
18.0497599,48.8764543,172500,3,3 izbový byt,82,106.6
18.1639051,48.9566163,87500,1,1 izbový byt,30,118.8
18.0528206,48.87066363,119800,2,2 izbový byt,51,106.3
18.0686044,48.895004,149000,3,3 izbový byt,77,109.1
18.0169173,48.8947656,126664,2,2 izbový byt,57,106.6
18.0169173,48.8947656,126664,2,2 izbový byt,57,106.6
18.1760931,48.9551133,103000,2,2 izbový byt,49,119.3
18.3697864,48.6236038,91000,2,2 izbový byt,55,106.9
18.7652857,48.7292019,70000,3,3 izbový byt,55,138
18.6437358,48.7761053,106000,3,3 izbový byt,64,132.8
18.6444527,48.7805674,80000,1,1 izbový byt,39,133.1
18.622855,48.7773791,98000,3,3 izbový byt,65,131.6
18.6483321,48.7793458,115000,3,3 izbový byt,70,133.3
18.7652857,48.7292019,70000,3,3 izbový byt,55,138
18.1750048,48.9548335,123000,3,3 izbový byt,61,119.2
18.04384232,48.87669755,144500,4,4 izbový byt,76,106.4
18.32854271,49.13034415,138000,3,3 izbový byt,59,141.3
18.42859983,49.12174071,83000,1,1 izbový byt,36,145.3
18.46783519,49.09919648,135990,3,3 izbový byt,63,145.4
18.3270653,49.0652816,180000,4,4 izbový byt,152,135.7
18.0378496,48.8939462,104000,2,2 izbový byt,52,107.5
18.5407648,48.7179374,138000,4,4 izbový byt,135,123
18.7601382,48.7273912,78000,3,3 izbový byt,75,137.6
18.6051362,48.7702357,83000,2,2 izbový byt,62,130.1
18.60091,48.769119,87500,2,2 izbový byt,64,129.8
18.6007637,48.7686464,74900,2,2 izbový byt,63,129.7
18.6007637,48.7686464,83000,2,2 izbový byt,54,129.7
18.5823167,48.8135841,73000,2,2 izbový byt,51,131.3
18.6046849,48.7710323,84900,2,2 izbový byt,56,130.1
18.6326909,48.7843104,113000,3,3 izbový byt,72,132.6
18.6200244,48.7840387,83000,2,2 izbový byt,50,131.8
18.6184161,48.7836081,103000,3,3 izbový byt,74,131.7
17.8315423,48.7532129,142000,3,3 izbový byt,72,85.9
18.5166667,48.6666667,106900,3,3 izbový byt,65,118.7
18.6012654,48.7732242,84500,3,3 izbový byt,64,130
18.3652896,48.6250334,82000,2,2 izbový byt,68,106.7
18.6046849,48.7710323,84900,2,2 izbový byt,56,130.1
18.7601382,48.7273912,92500,2,2 izbový byt,63,137.6
18.6212102,48.7317846,89600,3,3 izbový byt,58,128.9
18.7629292,48.7392714,52000,1,1 izbový byt,38,138.4
18.5166667,48.6666667,93490,2,2 izbový byt,57,118.7
18.6212102,48.7317846,82500,3,3 izbový byt,63,128.9
18.60091,48.769119,110000,3,3 izbový byt,82,129.8
18.6483321,48.7793458,109000,3,3 izbový byt,72,133.3
18.6175233,48.7812675,89990,3,3 izbový byt,72,131.5
18.6184161,48.7836081,107900,3,3 izbový byt,72,131.7
18.6163405,48.7702583,79000,2,2 izbový byt,54,130.8
18.60091,48.769119,222500,4,4 izbový byt,121,129.8
18.60091,48.769119,151500,3,3 izbový byt,85,129.8
18.6221523,48.7729271,89900,2,2 izbový byt,52,131.3
18.600224,48.7746956,220000,4,4 izbový byt,94,130
18.6236186,48.7702601,74900,2,2 izbový byt,54,131.2
18.6090589,48.773215,79990,2,2 izbový byt,65,130.5
18.6090589,48.773215,110000,2,2 izbový byt,51,130.5
18.6325822,48.7691616,175000,3,3 izbový byt,84,131.7
18.6407154,48.7788488,59900,1,1 izbový byt,35,132.8
18.6129673,48.770696,198000,3,3 izbový byt,100,130.6
18.60091,48.769119,89500,1,1 izbový byt,36,129.8
18.600224,48.7746956,220000,4,4 izbový byt,94,130
18.5866312,48.7781719,189000,3,3 izbový byt,81,129.4
18.600224,48.7746956,239990,4,4 izbový byt,101,130
18.6297657,48.7737184,189990,3,3 izbový byt,120,131.8
18.606419,48.7748752,107900,3,3 izbový byt,53,130.4
18.60091,48.769119,131500,2,2 izbový byt,71,129.8
18.6186391,48.7824861,107900,3,3 izbový byt,70,131.6
18.3614156,48.6275765,83000,2,2 izbový byt,49,106.6
18.3652896,48.6250334,95000,4,4 izbový byt,81,106.7
18.3685244,48.624158,81900,2,2 izbový byt,52,106.9
18.3743136,48.6216736,74900,2,2 izbový byt,54,107.1
18.3958035,48.6206579,79000,3,3 izbový byt,59,108.5
18.3750321,48.6213574,82000,2,2 izbový byt,50,107.2
18.3614156,48.6275765,87000,2,2 izbový byt,63,106.6
18.16840056,48.9104156,350000,4,4 izbový byt,102,115.2
18.16840056,48.9104156,130000,2,2 izbový byt,46,115.2
18.16840056,48.9104156,350000,4,4 izbový byt,102,115.2
18.16840056,48.9104156,130000,2,2 izbový byt,46,115.2
18.64197811,48.78227278,124800,3,3 izbový byt,80,133.1
18.16840056,48.9104156,115000,1,1 izbový byt,49,115.2
18.16840056,48.9104156,119000,1,1 izbový byt,44,115.2
18.16840056,48.9104156,105000,1,1 izbový byt,44,115.2
18.16840056,48.9104156,140000,2,2 izbový byt,46,115.2
18.259244,48.71915,87000,3,3 izbový byt,48,105.9
18.16840056,48.9104156,195000,3,3 izbový byt,78,115.2
18.16840056,48.9104156,135000,2,2 izbový byt,51,115.2
18.16840056,48.9104156,250000,3,3 izbový byt,88,115.2
18.16840056,48.9104156,145000,2,2 izbový byt,58,115.2
18.16840056,48.9104156,105000,1,1 izbový byt,44,115.2
17.8222189,48.7526813,140000,4,4 izbový byt,83,85.4
18.259244,48.71915,79500,1,1 izbový byt,43,105.9
18.0169173,48.8947656,110010,2,2 izbový byt,50,106.6
18.0318329,48.8812299,138000,2,2 izbový byt,62,106.2
18.2589923,48.7248146,59100,2,2 izbový byt,35,106.3
18.2589923,48.7248146,82000,2,2 izbový byt,52,106.3
18.4545605,49.1109652,127000,3,3 izbový byt,64,145.7
18.2540936,48.7180905,74000,2,2 izbový byt,53,105.5
18.2519142,48.7295654,112000,3,3 izbový byt,82,106.2
18.2987333,49.1340041,119950,2,2 izbový byt,55,140.2
17.8308602,48.755674,127990,2,2 izbový byt,62,86.1
17.8183674,48.7570226,139000,2,2 izbový byt,56,85.6
17.8326971,48.7563795,126500,3,3 izbový byt,72,86.2
18.027908,48.8955834,158950,2,2 izbový byt,80,107.2
18.0258649,48.8995596,139500,3,3 izbový byt,72,107.5
18.1743223,48.9599393,158000,3,3 izbový byt,82,119.6
18.0206514,48.8943596,189000,3,3 izbový byt,80,106.8
18.259244,48.71915,80000,2,2 izbový byt,54,105.9
18.2555251,48.7292354,115000,4,4 izbový byt,82,106.4
18.0619307,48.8339976,117000,3,3 izbový byt,77,103.7
18.2502501,48.7243316,89000,3,3 izbový byt,62,105.7
18.2945305,49.1183478,85000,1,1 izbový byt,35,138.7
18.1736652,48.9619235,76800,1,1 izbový byt,33,119.7
18.1743223,48.9599393,119900,3,3 izbový byt,69,119.6
18.1743223,48.9599393,121900,3,3 izbový byt,68,119.6
18.6167192,48.7805428,99000,3,3 izbový byt,70,131.4
18.4768007,48.7986596,108000,2,2 izbový byt,60,124
18.6245384,48.7745206,62000,1,1 izbový byt,31,131.6
18.5886081,48.8172277,106500,3,3 izbový byt,70,131.9
18.6245384,48.7745206,93000,3,3 izbový byt,62,131.6
18.3630543,48.6225332,85500,2,2 izbový byt,62,106.5
18.7598695,48.7290079,51990,1,1 izbový byt,29,137.7
18.7598695,48.7290079,82000,3,3 izbový byt,76,137.7
18.7598695,48.7290079,59999,3,3 izbový byt,56,137.7
18.6245384,48.7745206,114900,3,3 izbový byt,89,131.6
18.5886081,48.8172277,92500,3,3 izbový byt,72,131.9
18.606419,48.7748752,80000,2,2 izbový byt,58,130.4
18.6245384,48.7745206,105000,3,3 izbový byt,70,131.6
18.7598695,48.7290079,87999,4,4 izbový byt,106,137.7
18.6245384,48.7745206,93000,2,2 izbový byt,50,131.6
18.7598695,48.7290079,53990,1,1 izbový byt,39,137.7
18.2477198,48.5792594,91000,3,3 izbový byt,85,96.7
18.2058909,49.0650416,119900,3,3 izbový byt,66,130
18.2058909,49.0650416,87000,2,2 izbový byt,47,130
18.0378496,48.8939462,190000,3,3 izbový byt,88,107.5
18.2058909,49.0650416,98900,2,2 izbový byt,55,130
18.2058909,49.0650416,90000,2,2 izbový byt,46,130
18.2058909,49.0650416,119900,3,3 izbový byt,69,130
18.2058909,49.0650416,101000,2,2 izbový byt,54,130
18.2058909,49.0650416,113700,3,3 izbový byt,65,130
18.16265324,48.91208745,128800,3,3 izbový byt,70,115.1
18.23037092,48.99607305,144000,3,3 izbový byt,71,125.3
18.0577085,48.88971,99000,2,2 izbový byt,39,108.1
18.1760931,48.9551133,153000,3,3 izbový byt,85,119.3
18.1692212,48.9579192,89000,2,2 izbový byt,47,119.2
18.364054,48.6227843,59000,1,1 izbový byt,33,106.5
18.1692212,48.9579192,85000,2,2 izbový byt,47,119.2
18.0378496,48.8939462,114000,2,2 izbový byt,60,107.5
18.0854935,48.9054088,160000,4,4 izbový byt,94,110.8
